communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop,state_1,state_2,state_4,state_5,state_6,state_8,state_9,state_10,state_11,state_12,state_13,state_16,state_18,state_19,state_20,state_21,state_22,state_23,state_24,state_25,state_27,state_28,state_29,state_32,state_33,state_34,state_35,state_36,state_37,state_38,state_39,state_40,state_41,state_42,state_44,state_45,state_46,state_47,state_48,state_49,state_50,state_51,state_53,state_54,state_55,state_56,>0.06black,high_crime
WestMemphiscity,1,0.03,0.55,0.82,0.34,0.03,0.01,0.51,0.53,0.34,0.33,0.04,1.0,0.17,0.54,0.44,0.2,0.44,0.67,0.22,0.2,0.16,0.28,0.13,0.09,0.35,0.35,0.06,0.61,0.55,0.66,0.16,0.55,0.45,0.3,0.35,0.59,0.28,0.63,0.41,0.7,0.7,0.63,0.34,0.27,0.3,0.32,0.64,0.62,0.06,0.77,0.0,0.0,0.1,0.37,0.34,0.0,0.0,0.01,0.01,0.99,0.01,0.42,0.41,0.59,0.58,0.6,0.47,0.29,0.47,0.5,0.03,0.77,0.48,0.63,0.35,0.58,0.74,0.62,0.08,0.07,0.08,0.08,0.15,0.17,0.19,0.65,0.41,0.56,0.01,0.0,0.01,0.52,0.55,0.73,0.67,0.04,0.16,0.01,0.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mansfieldcity,2,0.01,0.64,0.05,0.9,0.02,0.16,0.46,0.51,0.29,0.17,0.0,0.0,0.44,0.77,0.83,0.44,0.23,0.12,0.25,0.41,0.32,0.32,0.21,0.31,0.25,0.28,0.01,0.18,0.21,0.3,0.31,0.31,0.64,0.53,0.27,0.42,0.44,0.36,0.21,0.38,0.38,0.6,0.83,0.81,0.83,0.76,0.41,0.44,0.0,0.09,0.0,0.25,0.35,0.43,0.61,0.06,0.08,0.09,0.11,0.86,0.1,0.27,0.31,0.69,0.64,0.76,0.73,0.24,0.25,0.5,0.02,0.72,0.75,0.14,0.5,0.88,0.33,0.13,0.15,0.16,0.18,0.28,0.28,0.36,0.37,0.5,0.63,0.44,0.0,0.0,0.1,0.64,0.32,0.49,0.62,0.11,0.03,0.0,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Havelockcity,9,0.02,0.92,0.35,0.63,0.16,0.12,0.67,1.0,0.85,0.0,0.0,0.0,0.21,0.95,0.3,0.28,0.04,0.11,0.25,0.16,0.14,0.15,0.2,0.11,0.11,0.25,0.02,0.27,0.08,0.14,0.19,0.32,0.83,0.15,0.26,0.22,0.29,0.32,0.52,0.28,0.3,0.63,0.86,0.86,0.81,0.75,0.24,0.17,0.01,0.25,0.0,0.4,0.42,0.48,0.52,0.1,0.09,0.09,0.09,0.86,0.03,0.2,0.25,0.74,0.63,0.8,0.04,0.19,0.46,0.5,0.02,0.72,0.11,0.02,0.52,0.63,0.44,0.38,0.14,0.11,0.09,0.32,0.3,0.29,0.26,0.3,0.61,0.21,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.04,0.11,0.04,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Narragansetttown,5,0.01,0.39,0.02,0.96,0.05,0.02,0.53,0.69,0.66,0.35,0.0,0.0,0.39,0.64,0.32,0.54,0.38,0.21,0.52,0.45,0.41,0.39,0.37,0.18,0.52,0.78,0.02,0.34,0.11,0.2,0.6,0.31,0.61,0.16,0.57,0.2,0.53,0.3,0.73,0.34,0.33,0.4,0.66,0.72,0.75,0.77,0.56,0.73,0.0,0.1,0.0,0.53,0.61,0.56,0.48,0.12,0.13,0.1,0.08,0.9,0.03,0.14,0.12,0.43,0.45,0.43,0.49,0.05,0.47,0.5,0.12,0.0,0.49,0.11,1.0,0.67,0.1,0.14,0.41,0.42,0.49,0.54,0.56,0.66,0.59,0.72,0.58,0.47,0.0,0.0,0.09,0.61,0.47,0.42,0.49,0.04,0.09,0.06,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunnysidecity,9,0.0,0.76,0.01,0.21,0.04,1.0,0.58,0.57,0.37,0.35,0.0,0.0,0.15,0.48,1.0,0.26,0.53,0.81,0.3,0.13,0.1,0.21,0.22,0.16,0.1,0.17,0.03,0.74,1.0,0.95,0.15,1.0,0.28,0.25,0.4,0.57,0.22,0.34,0.5,0.55,0.47,0.9,0.44,0.45,0.47,0.42,0.53,0.37,0.01,0.44,0.02,0.37,0.58,0.66,0.67,0.58,0.8,0.83,0.77,0.1,0.89,1.0,0.95,0.81,0.69,0.91,0.39,0.98,0.57,0.0,0.01,0.87,0.45,0.5,0.59,0.5,0.64,0.67,0.07,0.06,0.06,0.14,0.16,0.14,0.13,0.37,0.23,0.39,0.0,0.0,0.67,0.44,0.5,0.79,0.69,0.01,0.26,0.01,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shalertownship,5,0.03,0.43,0.0,0.99,0.04,0.01,0.28,0.35,0.21,0.54,0.05,1.0,0.42,0.57,0.07,0.74,0.59,0.11,0.67,0.4,0.37,0.36,0.58,0.18,0.34,0.75,0.01,0.06,0.2,0.29,0.33,0.19,0.52,0.31,0.49,0.27,0.48,0.18,0.3,0.16,0.18,0.42,0.89,0.9,0.91,0.87,0.49,0.5,0.0,0.03,0.01,0.33,0.3,0.28,0.28,0.06,0.05,0.04,0.04,0.91,0.02,0.13,0.15,0.47,0.48,0.25,0.89,0.02,0.26,0.5,0.01,0.96,0.86,0.14,0.43,0.4,0.02,0.13,0.15,0.13,0.13,0.31,0.31,0.3,0.33,0.23,0.37,0.49,0.0,0.0,0.07,0.96,0.91,0.97,0.9,0.03,0.23,0.34,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobilecity,8,0.3,0.41,0.76,0.38,0.06,0.02,0.46,0.51,0.35,0.44,0.31,1.0,0.18,0.46,0.16,0.33,0.53,0.4,0.47,0.21,0.25,0.37,0.17,0.17,0.18,0.37,0.39,0.59,0.31,0.43,0.34,0.61,0.36,0.27,0.57,0.36,0.45,0.59,0.48,0.65,0.66,0.51,0.36,0.35,0.37,0.31,0.55,0.51,0.29,0.62,0.03,0.56,0.56,0.57,0.55,0.08,0.07,0.07,0.06,0.94,0.04,0.29,0.25,0.42,0.46,0.39,0.5,0.18,0.46,0.5,0.39,0.64,0.49,0.52,0.56,0.5,0.38,0.25,0.08,0.09,0.11,0.1,0.15,0.16,0.17,0.5,0.31,0.4,0.12,0.04,0.06,0.74,0.58,0.8,0.69,0.34,0.14,0.09,0.51,0.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Athenscity,1,0.02,0.97,0.09,0.84,0.36,0.02,1.0,1.0,1.0,0.13,0.0,0.0,0.05,0.64,0.41,0.5,0.19,0.26,0.3,0.28,0.09,0.09,0.15,0.08,0.14,0.15,0.05,1.0,0.13,0.15,0.94,0.56,0.09,0.08,1.0,0.18,0.67,0.05,1.0,0.1,0.08,0.3,0.57,0.61,0.67,0.65,0.48,0.5,0.0,0.21,0.01,1.0,1.0,1.0,0.96,0.79,0.63,0.51,0.41,0.83,0.07,0.13,0.12,0.29,0.35,0.32,0.15,0.15,0.62,0.0,0.01,0.82,0.17,0.07,0.43,0.42,0.4,0.17,0.13,0.13,0.13,0.23,0.26,0.32,0.24,1.0,0.26,0.15,0.06,0.0,0.25,0.62,0.0,0.0,0.41,0.02,0.26,0.05,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Woodburncity,1,0.01,0.52,0.01,0.69,0.03,0.58,0.36,0.39,0.26,0.87,0.0,0.0,0.18,0.09,0.49,0.53,0.93,0.41,0.75,0.17,0.14,0.17,0.17,0.07,0.37,0.18,0.03,0.59,0.69,0.64,0.12,0.34,0.19,0.58,0.26,0.67,0.24,0.3,0.28,0.31,0.32,0.58,0.62,0.59,0.58,0.5,0.21,0.34,0.01,0.3,0.02,0.66,0.75,0.71,0.71,0.87,0.88,0.75,0.69,0.38,0.79,0.73,0.64,0.51,0.32,0.87,0.5,0.54,0.74,0.0,0.01,0.92,0.62,0.17,0.38,0.65,0.38,0.3,0.1,0.08,0.07,0.25,0.26,0.25,0.26,0.56,0.55,0.32,0.01,0.0,0.56,0.37,0.46,0.53,0.52,0.01,0.27,0.04,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ballwincity,4,0.02,0.51,0.03,0.95,0.11,0.02,0.38,0.42,0.23,0.26,0.03,1.0,0.58,0.81,0.21,0.74,0.3,0.05,0.4,0.55,0.5,0.48,0.67,0.36,0.42,0.59,0.0,0.05,0.09,0.14,0.59,0.07,0.74,0.35,0.42,0.17,0.64,0.24,0.28,0.33,0.3,0.51,0.86,0.89,0.92,0.85,0.5,0.57,0.0,0.03,0.0,0.38,0.33,0.37,0.41,0.07,0.06,0.06,0.06,0.94,0.02,0.16,0.17,0.55,0.62,0.28,0.79,0.02,0.23,0.5,0.01,0.87,0.74,0.07,0.22,0.67,0.01,0.05,0.24,0.23,0.23,0.43,0.39,0.48,0.41,0.37,0.33,0.15,0.0,0.0,0.08,0.63,0.63,0.66,0.63,0.02,0.29,0.05,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decaturcity,10,0.06,0.39,0.32,0.73,0.04,0.01,0.39,0.46,0.27,0.39,0.08,1.0,0.3,0.57,0.25,0.41,0.46,0.3,0.46,0.33,0.32,0.35,0.19,0.19,0.54,0.65,0.05,0.33,0.36,0.45,0.32,0.34,0.48,0.7,0.32,0.49,0.44,0.53,0.29,0.53,0.55,0.42,0.6,0.59,0.7,0.61,0.38,0.44,0.03,0.27,0.0,0.07,0.12,0.11,0.26,0.0,0.01,0.01,0.01,0.96,0.03,0.17,0.17,0.4,0.45,0.35,0.56,0.09,0.44,0.5,0.08,0.71,0.54,0.14,0.39,0.63,0.3,0.24,0.12,0.12,0.14,0.14,0.19,0.2,0.2,0.27,0.13,0.24,0.01,0.0,0.03,0.71,0.47,0.61,0.6,0.14,0.09,0.01,0.0,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enidcity,8,0.06,0.35,0.09,0.87,0.08,0.04,0.35,0.45,0.27,0.51,0.0,0.0,0.18,0.44,0.67,0.43,0.55,0.3,0.48,0.21,0.23,0.23,0.17,0.15,0.23,0.3,0.06,0.37,0.29,0.41,0.27,0.41,0.41,0.15,0.5,0.37,0.33,0.51,0.28,0.52,0.54,0.37,0.65,0.64,0.66,0.55,0.5,0.46,0.01,0.1,0.0,0.28,0.32,0.34,0.41,0.03,0.03,0.03,0.03,0.96,0.02,0.15,0.14,0.34,0.31,0.42,0.56,0.1,0.53,0.5,0.18,0.31,0.59,0.34,0.82,0.46,0.42,0.41,0.02,0.04,0.06,0.12,0.15,0.18,0.18,0.35,0.35,0.29,0.01,0.0,0.04,0.65,0.47,0.63,0.63,0.21,0.05,0.01,0.0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Jacksonvillecity,10,0.03,0.59,0.33,0.69,0.14,0.04,0.49,0.69,0.45,0.15,0.05,1.0,0.22,0.75,0.21,0.34,0.25,0.21,0.56,0.21,0.18,0.19,0.18,0.13,0.16,0.28,0.03,0.3,0.19,0.28,0.18,0.38,0.65,0.28,0.3,0.46,0.31,0.46,0.31,0.52,0.51,0.55,0.7,0.71,0.73,0.63,0.57,0.6,0.01,0.24,0.01,0.48,0.51,0.48,0.47,0.11,0.1,0.09,0.08,0.92,0.03,0.19,0.21,0.58,0.52,0.64,0.29,0.19,0.44,0.5,0.05,0.61,0.34,0.07,0.36,0.67,0.47,0.25,0.1,0.09,0.08,0.2,0.21,0.22,0.24,0.41,0.41,0.31,0.0,0.0,0.09,0.4,0.26,0.35,0.11,0.06,0.12,0.03,0.0,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lodicity,2,0.07,0.48,0.01,0.84,0.29,0.31,0.36,0.46,0.27,0.48,0.08,1.0,0.32,0.49,0.36,0.41,0.48,0.6,0.51,0.32,0.33,0.33,0.13,0.17,0.3,0.28,0.06,0.33,0.47,0.48,0.21,0.4,0.44,0.37,0.34,0.55,0.31,0.65,0.35,0.63,0.66,0.48,0.57,0.59,0.55,0.52,0.31,0.32,0.03,0.23,0.04,0.28,0.48,0.5,0.52,0.21,0.31,0.29,0.28,0.67,0.28,0.31,0.29,0.47,0.43,0.54,0.4,0.4,0.59,0.0,0.03,0.89,0.44,0.12,0.15,0.63,0.21,0.39,0.29,0.3,0.3,0.37,0.37,0.43,0.38,0.52,0.5,0.22,0.09,0.1,0.31,0.55,0.36,0.61,0.76,0.03,0.41,0.01,0.0,0.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Springvillecity,3,0.01,0.79,0.0,0.98,0.03,0.03,0.59,0.59,0.36,0.32,0.02,1.0,0.23,0.58,0.63,0.43,0.43,0.35,0.56,0.21,0.15,0.14,0.01,0.09,0.02,0.27,0.02,0.34,0.08,0.23,0.3,0.25,0.47,0.52,0.51,0.48,0.35,0.26,0.25,0.23,0.24,0.92,0.84,0.88,0.83,0.78,0.28,0.29,0.0,0.05,0.0,0.23,0.24,0.23,0.24,0.02,0.02,0.02,0.02,0.95,0.02,1.0,1.0,0.86,0.89,0.73,0.64,0.28,0.38,0.5,0.01,0.87,0.63,0.09,0.51,0.48,0.18,0.0,0.12,0.11,0.11,0.18,0.18,0.18,0.19,0.34,0.41,0.17,0.0,0.0,0.04,0.79,0.58,0.71,0.66,0.03,0.12,0.03,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clintoncity,1,0.02,0.58,0.33,0.72,0.05,0.01,0.58,0.59,0.44,0.24,0.03,1.0,0.41,0.79,0.33,0.49,0.29,0.17,0.43,0.42,0.33,0.37,0.17,0.0,0.37,0.32,0.02,0.24,0.15,0.21,0.62,0.16,0.69,0.19,0.67,0.19,0.59,0.29,0.44,0.43,0.39,0.55,0.66,0.68,0.65,0.61,0.57,0.73,0.01,0.32,0.0,0.94,0.94,0.77,0.7,0.12,0.1,0.08,0.06,0.95,0.02,0.18,0.19,0.56,0.62,0.42,0.66,0.14,0.34,0.5,0.02,0.8,0.62,0.07,0.32,0.77,0.16,0.21,0.16,0.14,0.14,0.29,0.28,0.28,0.3,0.45,0.25,0.31,0.0,0.0,0.05,0.73,0.46,0.59,0.66,0.07,0.08,0.01,0.0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dunkirkcity,6,0.01,0.35,0.07,0.81,0.02,0.26,0.39,0.43,0.29,0.64,0.0,0.0,0.15,0.24,0.27,0.53,0.7,0.7,0.75,0.19,0.17,0.18,0.13,0.14,0.15,0.17,0.02,0.49,0.43,0.51,0.15,0.77,0.29,0.61,0.5,0.68,0.19,0.48,0.48,0.49,0.51,0.44,0.42,0.47,0.49,0.43,0.37,0.48,0.01,0.4,0.0,0.16,0.15,0.16,0.22,0.02,0.02,0.02,0.02,0.71,0.19,0.23,0.2,0.38,0.39,0.37,0.59,0.09,0.38,0.5,0.01,0.81,0.58,0.2,0.65,0.0,0.57,0.07,0.06,0.05,0.05,0.15,0.16,0.15,0.16,0.81,0.18,0.58,0.0,0.0,0.06,0.86,0.74,0.86,0.81,0.01,0.26,0.05,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wilbrahamtown,1,0.0,0.53,0.02,0.96,0.08,0.01,0.38,0.31,0.22,0.51,0.01,0.5,0.64,0.67,0.28,0.71,0.49,0.16,0.64,0.62,0.57,0.55,0.59,0.58,0.4,0.4,0.0,0.08,0.1,0.19,0.56,0.21,0.58,0.52,0.51,0.22,0.68,0.14,0.28,0.18,0.16,0.5,0.89,0.9,0.87,0.79,0.37,0.59,0.0,0.03,0.0,0.08,0.06,0.17,0.18,0.03,0.02,0.05,0.05,0.86,0.06,0.16,0.18,0.57,0.58,0.25,0.93,0.02,0.18,0.5,0.01,0.89,0.89,0.05,0.43,0.48,0.02,0.0,0.45,0.45,0.46,0.12,0.3,0.43,0.33,0.36,0.37,0.31,0.0,0.0,0.15,0.68,0.85,0.85,0.75,0.06,0.05,0.07,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hannibalcity,3,0.01,0.38,0.12,0.89,0.03,0.01,0.4,0.41,0.26,0.59,0.0,0.0,0.14,0.32,0.37,0.41,0.7,0.54,0.55,0.17,0.17,0.16,0.16,0.11,0.28,0.26,0.03,0.51,0.44,0.55,0.21,0.63,0.33,0.56,0.45,0.62,0.31,0.54,0.28,0.49,0.53,0.45,0.62,0.62,0.64,0.7,0.6,0.55,0.01,0.2,0.0,0.88,0.65,0.53,0.45,0.05,0.03,0.02,0.02,0.97,0.02,0.22,0.2,0.37,0.4,0.32,0.63,0.11,0.61,0.0,0.04,0.58,0.61,0.34,0.8,0.25,0.42,0.56,0.01,0.02,0.04,0.05,0.08,0.08,0.07,0.31,0.0,0.28,0.0,0.0,0.02,0.78,0.56,0.7,0.75,0.03,0.13,0.03,0.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Juneaucity,4,0.03,0.46,0.02,0.71,0.26,0.05,0.35,0.42,0.22,0.13,0.0,0.0,0.6,0.83,0.42,1.0,0.15,0.31,0.5,0.59,0.51,0.56,0.37,0.18,0.3,0.45,0.01,0.13,0.11,0.15,0.49,0.27,0.79,0.01,0.38,0.2,0.63,0.71,0.43,0.68,0.71,0.53,0.62,0.64,0.61,0.62,0.68,0.81,0.01,0.22,0.01,0.24,0.34,0.41,0.45,0.08,0.1,0.11,0.11,0.89,0.05,0.29,0.26,0.49,0.55,0.43,0.51,0.24,0.55,0.0,0.04,0.73,0.49,0.14,0.48,0.75,0.29,1.0,0.26,0.26,0.26,0.53,0.56,0.68,0.57,0.35,0.39,0.21,0.01,0.0,0.14,0.3,0.37,0.53,0.48,1.0,0.0,0.28,0.0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyrtleBeachcity,9,0.02,0.41,0.27,0.75,0.09,0.03,0.33,0.65,0.41,0.38,0.04,1.0,0.22,0.58,0.23,0.42,0.44,0.17,0.5,0.23,0.33,0.36,0.19,0.19,0.21,0.49,0.02,0.3,0.13,0.26,0.34,0.22,0.7,0.09,0.19,0.21,0.41,0.56,0.39,0.6,0.59,0.33,0.61,0.61,0.64,0.5,0.54,0.59,0.01,0.25,0.01,0.11,0.19,0.29,0.3,0.03,0.04,0.05,0.05,0.92,0.02,0.13,0.11,0.3,0.25,0.39,0.29,0.14,0.7,0.0,0.2,0.0,0.34,0.07,0.33,0.79,0.4,0.27,0.19,0.21,0.31,0.28,0.3,0.3,0.3,0.4,0.44,0.31,0.0,0.0,0.09,0.29,0.27,0.25,0.0,0.04,0.13,0.03,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Simpsonvilletown,5,0.0,0.51,0.2,0.83,0.04,0.03,0.4,0.52,0.26,0.2,0.02,1.0,0.39,0.84,0.0,0.41,0.24,0.17,0.22,0.39,0.29,0.29,0.26,1.0,0.36,0.57,0.0,0.09,0.27,0.36,0.34,0.18,0.78,0.84,0.24,0.59,0.43,0.45,0.25,0.52,0.51,0.51,0.72,0.75,0.85,0.7,0.81,0.75,0.0,0.13,0.0,0.09,0.32,0.31,0.37,0.01,0.05,0.04,0.04,0.96,0.02,0.1,0.12,0.54,0.59,0.41,0.66,0.09,0.39,0.5,0.01,0.77,0.63,0.03,0.17,0.79,0.17,0.28,0.12,0.1,0.11,0.3,0.29,0.33,0.31,0.05,0.26,0.58,0.0,0.0,0.06,0.62,0.53,0.59,0.51,0.01,0.18,0.01,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Montebellocity,8,0.08,0.72,0.02,0.19,0.93,1.0,0.47,0.58,0.4,0.38,0.09,1.0,0.33,0.53,0.14,0.31,0.48,0.67,0.35,0.3,0.24,0.24,0.39,0.17,0.41,0.36,0.07,0.36,0.7,0.69,0.22,0.42,0.42,0.49,0.3,0.55,0.31,0.41,0.6,0.54,0.5,0.81,0.47,0.44,0.56,0.44,0.32,0.2,0.06,0.48,0.16,0.41,0.45,0.46,0.52,1.0,1.0,1.0,1.0,0.0,1.0,0.79,0.77,0.78,0.75,0.8,0.33,1.0,0.73,0.0,0.03,0.91,0.36,0.17,0.3,0.48,0.18,0.4,0.53,0.56,0.59,0.56,0.55,0.59,0.53,0.78,0.56,0.12,0.0,0.0,1.0,0.46,0.6,0.83,0.71,0.02,0.6,0.33,0.0,0.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UniversityCitycity,10,0.05,0.32,0.94,0.22,0.13,0.02,0.37,0.47,0.31,0.43,0.06,1.0,0.34,0.58,0.18,0.56,0.45,0.27,0.4,0.37,0.42,0.61,0.3,0.18,0.19,0.46,0.05,0.33,0.18,0.27,0.67,0.4,0.57,0.29,0.9,0.25,0.74,0.46,0.56,0.64,0.59,0.43,0.38,0.38,0.66,0.35,0.67,0.78,0.05,0.63,0.02,0.53,0.52,0.57,0.53,0.23,0.2,0.2,0.17,0.88,0.05,0.24,0.19,0.34,0.46,0.23,0.56,0.09,0.57,0.0,0.06,0.75,0.5,0.42,0.42,0.19,0.1,0.49,0.12,0.15,0.24,0.35,0.34,0.36,0.37,0.51,0.32,0.26,0.01,0.0,0.18,0.6,0.65,0.54,0.66,0.01,0.57,0.27,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gloucestercity,7,0.03,0.35,0.0,0.99,0.01,0.02,0.28,0.39,0.24,0.5,0.05,1.0,0.35,0.45,0.17,0.48,0.53,0.38,0.44,0.38,0.37,0.36,0.16,0.27,0.28,0.74,0.02,0.19,0.29,0.42,0.32,0.42,0.52,0.51,0.38,0.44,0.41,0.46,0.44,0.49,0.5,0.43,0.65,0.69,0.72,0.63,0.52,0.56,0.01,0.16,0.01,0.1,0.08,0.12,0.13,0.04,0.03,0.04,0.04,0.81,0.11,0.18,0.16,0.38,0.47,0.28,0.53,0.07,0.54,0.5,0.08,0.51,0.48,0.24,0.58,0.0,0.11,0.37,0.45,0.45,0.49,0.35,0.46,0.53,0.47,0.49,0.73,0.81,0.03,0.0,0.18,0.81,0.77,0.89,0.85,0.07,0.09,0.15,0.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
